contrast_threshold,octave_layers,ransac_threshold,lowe_ratio,edge_threshold,gaussian_blur,accuracy,true_positive_rate,false_positive_rate,false_negative_rate
0.02,6,1.0,0.7,15,1.6,0.4444444395061729,0.4651162736614387,0.09090908884297526,0.5348837147106545
0.02,6,1.0,0.7,20,1.0,0.36956521337429116,0.39534883261222287,0.1499999962500001,0.6046511557598703
0.02,6,1.0,0.7,20,1.3,0.370786512687792,0.3837209257706869,0.08333333101851859,0.6162790626014063
0.02,6,1.0,0.7,20,1.6,0.4333333285185186,0.45348836681990273,0.09302325365062201,0.5465116215521905
0.02,6,1.0,0.75,10,1.0,0.3978494580876403,0.4302325531368308,0.1590909054752067,0.5697674352352624
0.02,6,1.0,0.75,10,1.3,0.36559139391837214,0.39534883261222287,0.1707317031528853,0.6046511557598703
0.02,6,1.0,0.75,10,1.6,0.3978494580876403,0.4302325531368308,0.1590909054752067,0.5697674352352624
0.02,6,1.0,0.75,15,1.0,0.4148936126075148,0.45348836681990273,0.1702127623358987,0.5465116215521905
0.02,6,1.0,0.75,15,1.3,0.38709677003121756,0.4186046462952948,0.16279069388858852,0.5813953420767983
0.02,6,1.0,0.75,15,1.6,0.43956043473010514,0.4651162736614387,0.11111110864197538,0.5348837147106545
0.02,6,1.0,0.75,20,1.0,0.4042553148483477,0.44186045997836676,0.17391303969754263,0.5581395283937264
0.02,6,1.0,0.75,20,1.3,0.380434778473535,0.40697673945375884,0.14634145984533026,0.5930232489183344
0.02,6,1.0,0.75,20,1.6,0.4347826039697543,0.4651162736614387,0.13043477977315696,0.5348837147106545
0.02,6,1.0,0.8,10,1.0,0.40206185152513557,0.45348836681990273,0.2199999956000001,0.5465116215521905
0.02,6,1.0,0.8,10,1.3,0.3936170170891807,0.4302325531368308,0.1777777738271606,0.5697674352352624
0.02,6,1.0,0.8,10,1.6,0.3978494580876403,0.4302325531368308,0.1590909054752067,0.5697674352352624
0.02,6,1.0,0.8,15,1.0,0.4387755057267806,0.49999999418604657,0.21818181421487612,0.49999999418604657
0.02,6,1.0,0.8,15,1.3,0.4042553148483477,0.44186045997836676,0.17391303969754263,0.5581395283937264
0.02,6,1.0,0.8,15,1.6,0.4315789428254848,0.4767441805029747,0.17999999640000008,0.5232558078691185
0.02,6,1.0,0.8,20,1.0,0.418367342669721,0.4767441805029747,0.22641509006763982,0.5232558078691185
0.02,6,1.0,0.8,20,1.3,0.36170212381167954,0.39534883261222287,0.1904761859410432,0.6046511557598703
0.02,6,1.0,0.8,20,1.6,0.44086021031333106,0.4767441805029747,0.14583333029513895,0.5232558078691185
0.02,6,2.0,0.7,10,1.0,0.3626373586523367,0.3837209257706869,0.13157894390581729,0.6162790626014063
0.02,6,2.0,0.7,10,1.3,0.38888888456790127,0.40697673945375884,0.10256409993425386,0.5930232489183344
